userID,cardID,quantity
75,A2-004,1
75,A2-056,3
75,A3-133,1
76,A1-199,2
76,A1-268,4
76,A1-270,4
76,A1-179,4
76,A1-109,2
76,A3-191,1
76,A1-095,2
76,A1-125,1
76,A2-032,4
76,A2-042,1
76,A2-185,1
76,A2-107,1
76,A2-137,2
77,A2-064,4
77,A3-031,4
77,A1-191,1
77,A3-170,2
77,A1-086,1
77,A2-056,3
77,A1-265,3
77,A1-045,1
78,A1-163,1
78,A3-024,4
78,A2-147,1
78,A1-208,2
78,A1-080,2
78,A1-018,3
78,A3-160,4
78,A1-242,3
78,A3-110,2
78,A2-090,4
78,A3-220,1
78,A3-107,1
78,A3-229,3
79,A2-049,3
79,A1-073,3
79,A2-152,2
79,A1-234,4
79,A2-194,1
79,A2-149,1
79,A1-227,4
79,A1-203,2
79,A3-200,2
79,A1-239,2
79,A3-050,3
80,A1-112,4
80,A1-255,3
80,A3-032,4
80,A1-087,2
80,A2-029,4
80,A3-053,4
80,A2-163,1
80,A3-113,1
80,A1-222,2
80,A2-008,2
80,A3-199,1
80,A3-071,1
81,A1-122,3
81,A1-234,4
81,A3-179,2
81,A3-204,3
81,A1-246,2
81,A2-044,3
81,A3-184,4
81,A3-023,1
81,A3-210,4
81,A1-269,1
81,A1-217,1
81,A3-147,3
81,A1-102,1
82,A2-189,1
82,A1-126,4
82,A3-003,4
82,A2-011,2
82,A1-275,1
82,A1-167,1
82,A3-220,2
82,A2-038,4
82,A3-124,1
82,A3-004,3
82,A1-090,1
82,A2-070,3
83,A1-198,2
83,A1-126,4
83,A2-091,4
83,A2-159,3
83,A2-089,1
83,A1-028,2
83,A1-001,3
83,A1-200,4
83,A2-036,2
83,A2-105,4
84,A1-283,4
84,A2-047,4
84,A3-220,2
84,A2-192,3
84,A3-028,4
84,A3-004,4
84,A1-057,4
84,A1-113,4
84,A1-182,2
84,A1-240,2
85,A2-148,3
85,A1-025,4
85,A1-121,1
85,A3-018,2
85,A3-224,1
85,A2-103,3
85,A1-219,1
85,A3-023,1
85,A3-216,2
86,A1-148,2
86,A1-214,3
86,A3-187,3
86,A3-016,4
86,A2-101,2
86,A2-001,4
86,A3-199,3
86,A2-030,3
86,A2-038,4
87,A2-116,3
87,A1-074,4
87,A3-146,2
87,A2-115,3
87,A1-246,3
87,A2-169,1
87,A3-181,1
87,A3-088,1
87,A3-216,1
87,A3-168,4
87,A3-145,1
87,A3-178,1
88,A2-185,2
88,A1-111,1
88,A3-138,2
88,A3-033,1
88,A3-058,1
88,A1-118,4
88,A1-188,2
88,A2-017,1
88,A1-010,2
88,A1-106,4
88,A2-184,4
88,A1-063,1
88,A1-191,2
89,A3-001,2
89,A1-056,4
89,A2-173,3
89,A1-029,2
89,A2-099,3
89,A3-186,1
89,A1-116,1
89,A2-117,4
89,A2-174,2
89,A3-092,2
89,A3-008,2
89,A3-038,1
89,A3-195,2
89,A3-216,3
89,A1-153,4
90,A1-155,2
90,A2-168,2
90,A2-116,3
90,A3-222,3
90,A2-092,2
90,A1-157,4
90,A3-170,4
90,A3-203,1
90,A3-115,2
91,A1-050,1
91,A1-170,2
91,A3-143,4
91,A2-156,3
91,A2-085,4
91,A3-109,4
91,A1-059,3
91,A2-091,3
91,A1-127,1
91,A2-086,4
91,A2-153,1
91,A1-104,3
91,A2-100,1
91,A2-071,3
92,A2-098,4
92,A1-035,3
92,A3-124,1
92,A3-236,4
92,A2-019,1
92,A3-195,1
92,A3-089,3
92,A3-172,2
92,A2-141,4
93,A2-081,3
93,A2-015,3
93,A1-225,3
93,A1-024,2
93,A2-141,2
93,A3-209,3
93,A2-114,1
93,A1-059,2
93,A2-098,3
93,A2-199,2
93,A3-112,2
93,A1-049,2
94,A1-191,3
94,A2-205,1
94,A2-134,4
94,A2-202,4
94,A3-232,3
94,A1-112,1
94,A2-036,4
94,A3-121,3
94,A1-252,3
94,A1-026,2
94,A3-101,3
94,A1-067,3
95,A2-128,3
95,A2-024,1
95,A1-157,1
95,A2-071,3
95,A2-197,4
95,A1-163,3
95,A3-021,4
95,A1-139,2
95,A2-193,3
95,A1-238,4
95,A2-093,4
95,A3-167,2
95,A1-179,1
95,A1-233,3
95,A1-087,3
96,A1-053,4
96,A2-022,1
96,A2-053,4
96,A3-041,3
96,A1-012,4
96,A3-152,2
96,A2-130,2
96,A2-131,1
96,A1-091,2
96,A2-184,2
96,A2-056,4
97,A3-165,4
97,A1-157,2
97,A3-003,1
97,A2-203,1
97,A3-168,4
97,A1-087,2
97,A3-048,1
97,A1-251,2
97,A1-110,2
97,A3-154,1
98,A1-066,1
98,A1-185,3
98,A1-282,3
98,A2-053,3
98,A1-125,1
98,A1-095,4
98,A1-265,3
98,A3-105,4
98,A3-220,1
98,A3-127,1
98,A1-014,2
98,A3-217,2
98,A3-219,2
98,A1-025,4
99,A1-136,1
99,A3-207,4
99,A1-003,1
99,A1-260,4
99,A3-123,2
99,A1-227,1
99,A3-103,1
99,A3-030,1
99,A3-187,2
99,A1-090,1
99,A3-063,3
99,A2-174,2
100,A1-090,2
100,A1-134,2
100,A1-067,3
100,A1-037,4
100,A1-078,2
100,A1-280,2
100,A2-138,1
100,A1-146,1
100,A3-159,2
100,A2-155,2
100,A2-204,3
100,A3-236,3
100,A3-224,3
